run,method,images,gt,pred,precision_iou10,recall_iou10,f1_iou10,f1_iou50,coverage,f1_lo,f1_hi,coverage_lo,coverage_hi
raw,Raw native,44,167,96,0.5104166666666666,0.2934131736526946,0.37262357414448666,0.27376425855513303,0.31137724550898205,0.292852787456446,0.46087045983181246,0.22754411811298036,0.4172661870503597
raw_plus_rmr,Raw + RMR-Net,44,167,102,0.5196078431372549,0.31736526946107785,0.39405204460966536,0.2676579925650558,0.33532934131736525,0.31059952978056427,0.4864916247045524,0.24404095593461264,0.4482758620689655
raw_plus_nafnet,Raw + NAFNet-road,44,167,131,0.40458015267175573,0.31736526946107785,0.35570469798657717,0.24832214765100674,0.3413173652694611,0.2812475039936102,0.43704228520017985,0.2561561336056711,0.4497115384615384
raw_plus_dfpir,Raw + DFPIR,44,167,124,0.41935483870967744,0.31137724550898205,0.3573883161512027,0.24742268041237114,0.31736526946107785,0.274247491638796,0.44673539518900346,0.22875350140056022,0.42857142857142855
raw_plus_demoe_auto,Raw + DeMoE-auto,44,167,104,0.5096153846153846,0.31736526946107785,0.3911439114391144,0.2804428044280443,0.33532934131736525,0.31228646827360335,0.4810174169601218,0.2462272093451551,0.44900510204081595
raw_plus_demoe_scenario,Raw + DeMoE-scenario,44,167,103,0.49514563106796117,0.30538922155688625,0.3777777777777777,0.2518518518518519,0.32335329341317365,0.29687152262611277,0.4710144927536232,0.23404255319148937,0.43609022556390975
raw_plus_instructir_generic,Raw + InstructIR,44,167,98,0.5204081632653061,0.30538922155688625,0.38490566037735846,0.26415094339622636,0.33532934131736525,0.30651340996168586,0.47500239463601523,0.2541352329135934,0.44000746268656704
