comparison,f1_delta,f1_lo,f1_hi,f1_p,coverage_delta,coverage_lo,coverage_hi,coverage_p
raw_plus_rmr-minus-raw,0.024428308526925152,0.0,0.05521924934968408,0.0612,0.01900525577457755,0.0,0.04807981927710839,0.2408
