comparison,f1_delta,f1_lo,f1_hi,f1_p,coverage_delta,coverage_lo,coverage_hi,coverage_p
raw_plus_rmr-minus-raw,0.021558057885759662,-0.0022163127582502337,0.04776282115555451,0.0776,0.024345308869070468,0.005586592178770944,0.04918032786885246,0.0292
