checkpoint,sha256,official_width32,validation_images,stability_valid,mean_outside_fraction,p95_image_outside_fraction,max_image_outside_fraction,mean_severe_fraction,p95_image_severe_fraction,max_image_severe_fraction,mean_large_chroma_fraction,p95_image_large_chroma_fraction,max_image_large_chroma_fraction,mean_clamp_delta_mean,p95_image_clamp_delta_mean,max_image_clamp_delta_mean,mean_residual_abs_mean,p95_image_residual_abs_mean,max_image_residual_abs_mean,mean_residual_abs_p99,p95_image_residual_abs_p99,max_image_residual_abs_p99,mean_residual_abs_max,p95_image_residual_abs_max,max_image_residual_abs_max
nafnet_epoch_000.pth,839a9633e6ceb362e8fd1abe0f6f02af2b6c8efec749ec8f47cf85a73a65e63f,True,512,False,0.37458314883322785,1.0,1.0,0.35497582190737376,0.9999913573265076,1.0,0.3618704444444809,0.9999479651451111,1.0,12.08464961783336,84.16167373657221,299.5505065917969,9.048409433493816,63.312947654724105,223.7737579345703,32.36586838942458,210.37389373779283,770.8087158203125,53.82553135501803,334.88390655517577,1084.7200927734375
nafnet_epoch_004.pth,a6e179114d06ccc2071982975ccd7de61f0da975d4a4c7f4c46e71b1fc200ce4,True,512,False,0.0724060636953654,0.9086812645196913,1.0,0.05413931271271011,0.8027177631855009,0.999992311000824,0.056066383745019266,0.9013955384492872,0.9999499917030334,0.7862189247506663,1.531733477115624,135.1281280517578,0.6016724500550481,1.2756490349769554,105.0979995727539,1.8459171497925126,5.7985440492629925,250.97142028808594,3.2840628606718383,11.726575183868372,336.2234802246094
nafnet_epoch_008.pth,8e9feeb1a872440d3d31adf6fe8d6994e3b590f51734275d287b6c3bbe0f18d3,True,512,False,0.014492884016608087,0.09392664916813372,0.18592014908790588,4.5708550544532045e-07,0.0,0.0002166666672565043,0.00010274687147671102,0.0,0.05223333463072777,7.618120991110915e-05,0.0004221269788104109,0.0014621294103562832,0.1069338278084615,0.25197632908821105,0.2778511941432953,0.20189405002020067,0.32832994461059567,0.5930337905883789,0.34199338874896057,0.5617941737174987,1.0447322130203247
nafnet_epoch_012.pth,0d6d8469133c1c11b2232d50be46f89cc1875553ea20010f07f2fc0b2dfc701a,True,512,True,0.014972847662026112,0.10066428333520881,0.18965278565883636,0.0,0.0,0.0,1.6276041847618217e-08,0.0,8.333333425980527e-06,6.403724905060509e-05,0.0004044589411932974,0.0012886516051366925,0.11393123955804185,0.27243376821279525,0.29893025755882263,0.21097954481228953,0.3469283252954483,0.4395388960838318,0.34975321346428245,0.5542962461709976,0.6583811044692993
nafnet_epoch_016.pth,70169b0753c7adfb70ffb8b7a8cef3c2bcb56fe891e6d834b1c472a2bbf37abe,True,512,False,0.01672296158284059,0.12021158933639525,0.2062152773141861,9.209446943714283e-06,0.0,0.004715236835181713,0.00020629963546525687,0.0,0.10562541335821152,8.13500461140362e-05,0.0004778703165357001,0.005066900048404932,0.10837287975300569,0.2681566342711449,0.3262387216091156,0.20820406057464425,0.3502349302172661,0.8412086367607117,0.34978259779745713,0.5601518869400024,1.3823115825653076
nafnet_epoch_020.pth,1ee2ac7b904c0780ad20fb15e3b2e77adb4f514fdcb6b8aaa2d76163c4386a4e,True,512,True,0.0171814597631883,0.1253240022808313,0.21085503697395325,2.006415478206236e-08,0.0,1.0272847248415928e-05,2.3475060970667982e-06,0.0,0.0012019231216982007,7.414458950015198e-05,0.0004912616554065606,0.0012236498296260834,0.11425119397335948,0.2832616463303566,0.31154194474220276,0.21622394525184063,0.36372043937444687,0.58476722240448,0.3558671048376709,0.5518289685249328,0.9423030614852905
nafnet_epoch_024.pth,5c85ebdf1163c7382f72c69f52c88da872c99d826d041bf94bac17c767244d11,True,512,True,0.01744493065117858,0.1286480106413364,0.2133767455816269,0.0,0.0,0.0,0.0,0.0,0.0,7.674042190078303e-05,0.0005085444718133658,0.0012159511679783463,0.11790583517267805,0.27932263612747193,0.3079516291618347,0.22057625222805655,0.3579407438635826,0.4553029239177704,0.36066938190197106,0.5501480877399444,0.656641960144043
nafnet_epoch_028.pth,d21aaebf3e4df7e822a568dfef29c5810d19e3e27330db1bc41c607e56313a77,True,512,True,0.017613156879312086,0.12940191552042957,0.2160894125699997,0.0,0.0,0.0,0.0,0.0,0.0,7.821056460497356e-05,0.0005189354094909504,0.0012065568007528782,0.11772621706950304,0.283499838411808,0.30973243713378906,0.2225869688700186,0.3653661489486694,0.48629146814346313,0.36308522695617285,0.5501626849174499,0.712026834487915
nafnet_epoch_032.pth,78033608f151f965ea614b9e39fa9c1af94d2691007558a77d0198efb573d781,True,512,True,0.017737493252079517,0.131027565151453,0.21845486760139465,0.0,0.0,0.0,0.0,0.0,0.0,7.883241496835702e-05,0.0005223042040597647,0.0011986586032435298,0.11880881053002668,0.2856525853276253,0.31457555294036865,0.22462271410040557,0.36851356625556947,0.49438679218292236,0.3651744422095362,0.5482922732830048,0.7375308275222778
